-0.894, -0.425113, -0.14157, 0.192867, -0.426368, 0.90426, -0.0228842, -0.0789124, 0.137744, 0.0399023, -0.989664, -0.0334032, 0, 0, 0, 1;                   
0.747093, -0.649495, 0.141449, 0.189872, 0.521595, 0.704717, 0.48095, -0.130538, -0.412056, -0.285535, 0.865262, 0.104591, 0, 0, 0, 1;
0.677348, -0.200986, 0.707675, 0.0806172, 0.241324, 0.969431, 0.0443442, -0.0815476, -0.694955, 0.140743, 0.705145, 0.0739862, 0, 0, 0, 1;
-0.741047, -0.196248, -0.642136, 0.131943, -0.668643, 0.303106, 0.679004, -0.0365476, 0.0613813, 0.932531, -0.355835, -0.0567221, 0, 0, 0, 1;
-0.152325, -0.375763, 0.914111, 0.117588, 0.768017, -0.627134, -0.129815, 0.13032, 0.62205, 0.682279, 0.384121, -0.0521552, 0, 0, 0, 1;                         
0.836803, -0.413125, 0.359289, 0.164366, -0.530056, -0.775644, 0.342661, 0.148588, 0.137119, -0.477183, -0.868041, 0.0667507, 0, 0, 0, 1;
-0.134952, 0.977163, -0.164141, 0.0196054, -0.967722, -0.0943972, 0.233671, 0.0626589, 0.21284, 0.190377, 0.958361, 0.00730307, 0, 0, 0, 1;
-0.890718, 0.437058, 0.124904, 0.090065, -0.454221, -0.845262, -0.281453, 0.159265, -0.0174345, -0.307429, 0.951411, 0.0525473, 0, 0, 0, 1;
-0.314041, 0.304757, -0.899167, 0.071779, 0.445451, 0.883661, 0.143925, -0.111096, 0.838423, -0.355337, -0.41326, 0.0347353, 0, 0, 0, 1;
-0.64266, 0.281351, 0.712622, 0.0670237, -0.0788945, -0.949489, 0.30372, 0.128964, 0.762079, 0.138967, 0.632395, 0.0358005, 0, 0, 0, 1;                     
-0.277325, 0.901765, -0.331527, 0.0393751, -0.951461, -0.209836, 0.225145, 0.0600977, 0.133461, 0.377874, 0.916187, -0.00638588, 0, 0, 0, 1;
-0.153445, -0.553919, 0.818308, 0.1727, 0.829786, 0.377441, 0.41109, -0.0227826, -0.536574, 0.742101, 0.401716, -0.0277035, 0, 0, 0, 1;
-0.799734, 0.527974, -0.285777, 0.0915228, 0.600343, 0.700461, -0.385929, -0.0633456, -0.00358519, -0.480205, -0.877149, 0.0860111, 0, 0, 0, 1;
-0.421162, -0.825278, -0.376215, 0.210891, -0.578559, 0.563899, -0.58931, -0.00701181, 0.698492, -0.0305323, -0.714966, -0.0144037, 0, 0, 0, 1;
-0.806569, -0.21392, -0.551077, 0.122444, 0.581455, -0.119027, -0.804825, -0.00174551, 0.106575, -0.969572, 0.220388, 0.191574, 0, 0, 0, 1;                   
0.562126, -0.366721, 0.741303, 0.133776, 0.225659, -0.794304, -0.564057, 0.130252, 0.795671, 0.484352, -0.363745, -0.0446702, 0, 0, 0, 1;
-0.43317, 0.251769, 0.865434, 0.0892409, -0.379269, -0.921961, 0.078381, 0.138794, 0.81763, -0.29428, 0.494854, 0.0217051, 0, 0, 0, 1;
-0.285034, -0.34975, -0.892429, 0.133822, -0.701286, 0.710787, -0.0545784, -0.0804433, 0.653417, 0.610292, -0.447874, -0.0642749, 0, 0, 0, 1;
-0.116189, -0.961375, 0.249516, 0.265786, 0.853615, 0.0317782, 0.519934, -0.00712871, -0.507781, 0.273401, 0.816952, -0.0307571, 0, 0, 0, 1;
0.322982, 0.134904, -0.936741, 0.0762597, -0.945601, 0.0867997, -0.313536, 0.0398251, 0.0390115, 0.987049, 0.1556, 0.00964938, 0, 0, 0, 1;               
0.838487, 0.490391, -0.237603, 0.0661984, -0.544056, 0.728821, -0.415718, -0.0478446, -0.0306944, 0.477844, 0.877908, -0.0197403, 0, 0, 0, 1;
-0.933943, 0.349172, -0.0763552, 0.0866031, -0.337448, -0.93181, -0.133639, 0.173511, -0.117811, -0.0990447, 0.988084, 0.0637835, 0, 0, 0, 1;
-0.473788, 0.344543, -0.810441, 0.0963687, 0.879283, 0.134043, -0.457049, 0.012214, -0.0488391, -0.929152, -0.366459, 0.148524, 0, 0, 0, 1;
-0.486667, -0.409319, 0.77176, 0.138672, 0.589794, 0.497752, 0.635914, -0.0461, -0.644437, 0.764657, -0.000825614, -0.0105975, 0, 0, 0, 1;
-0.0171587, -0.379214, -0.92515, 0.0964049, -0.833887, 0.515954, -0.196021, -0.0016506, 0.551669, 0.768107, -0.325074, -0.00643396, 0, 0, 0, 1;
0.895254, -0.233342, 0.379568, 0.130585, 0.403605, 0.785578, -0.46901, -0.124516, -0.18874, 0.573079, 0.79747, -0.0785771, 0, 0, 0, 1;
0.408434, -0.871462, 0.271542, 0.23668, 0.844014, 0.473847, 0.251216, -0.0755206, -0.347595, 0.12658, 0.929062, 0.0430817, 0, 0, 0, 1;
-0.598378, -0.344505, -0.723367, 0.128862, -0.677488, 0.699543, 0.227267, -0.00963944, 0.427732, 0.626064, -0.651989, -0.0256536, 0, 0, 0, 1;
-0.740807, -0.59043, -0.32031, 0.170837, 0.629643, -0.776485, -0.0249275, 0.172239, -0.233998, -0.220147, 0.946985, 0.133324, 0, 0, 0, 1;
0.19715, -0.932201, -0.303534, 0.244754, -0.967747, -0.234578, 0.0918618, 0.0858748, -0.156836, 0.275634, -0.948382, 0.000376011, 0, 0, 0, 1;
